IDpassageiro,Nome,Deck,NumeroCabine,PosicaoCabine,Procedencia,Destino,Idade,VIP,AllInclusive,ServicoCabine,Restaurante,Shopping,SPA,ParquedeAguas,Sobrevivente
2645_03,Mariton Improus,C,95,S,America,Grecia,14.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1304_05,Moniey Powenoble,E,82,P,Europa,Grecia,37.0,0,1,0.0,0.0,0.0,0.0,0.0,0
9267_02,Sabi Opshaft,E,607,S,America,Grecia,20.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4521_01,Jessa Oneidson,F,929,P,Europa,Grecia,18.0,0,0,1.0,1.0,0.0,0.0,746.0,0
6443_07,Everly Cochrisons,G,1046,S,Europa,Grecia,5.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0067_02,Celine Leeves,G,10,S,Europa,Grecia,18.0,0,0,1.0,258.0,446.0,0.0,0.0,1
1818_01,Felia Portananney,G,297,P,Europa,Grecia,17.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2736_01,Mark Prity,D,81,P,Africa,Grecia,27.0,1,0,1709.0,4.0,24.0,0.0,0.0,0
6674_03,Sheratz Slowatic,E,426,P,America,Monaco,15.0,0,0,0.0,0.0,0.0,0.0,0.0,1
7450_01,Armene Sykess,G,1205,P,Europa,Grecia,23.0,0,0,509.0,0.0,193.0,0.0,2.0,0
5556_01,Jona Hanner,E,361,S,Europa,Grecia,27.0,0,0,0.0,1.0,667.0,897.0,43.0,0
0110_04,Izark Aloubtled,B,5,P,America,Grecia,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8288_02,Goleer Sache,F,1705,P,Africa,Grecia,15.0,0,0,1150.0,0.0,175.0,1.0,11.0,0
1114_02,Apple Kidne,E,79,S,Africa,Grecia,31.0,0,0,0.0,0.0,0.0,0.0,0.0,0
2007_01,Aviton Gocent,A,25,S,America,Monaco,30.0,0,0,0.0,5734.0,0.0,5.0,1.0,1
7809_01,Guts Sty,F,1493,S,Africa,Grecia,26.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1018_01,Elaney Webstephrey,G,150,P,Europa,Grecia,18.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6402_05,Elene Knoxonway,G,1032,P,Outros,Grecia,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0
0193_01,Sps Raf,F,41,P,Africa,Grecia,2.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6978_01,Gwendy Chardsonnon,E,446,P,Europa,Monaco,24.0,0,0,0.0,893.0,0.0,4.0,8.0,1
5814_06,Feles Bine,D,176,S,Africa,Grecia,15.0,0,0,2309.0,0.0,1142.0,1.0,10.0,0
0689_01,Chard Motive,B,25,S,America,Grecia,36.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7232_01,Auvair Seatearing,B,240,P,America,Grecia,51.0,0,0,0.0,980.0,273.0,2775.0,419.0,0
8088_02,Varkes Kart,F,1670,P,Africa,Grecia,23.0,1,0,3.0,0.0,0.0,1677.0,0.0,0
1375_02,Gwendy Sykess,F,267,S,Europa,Grecia,19.0,0,0,0.0,3.0,946.0,0.0,0.0,0
4933_04,Clakey Gin,F,938,S,Africa,Grecia,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0527_02,Llat Stité,F,93,S,Africa,Grecia,34.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1705_01,Barave Chake,E,126,S,Africa,Grecia,29.0,1,0,0.0,0.0,0.0,0.0,0.0,0
6991_02,Spurin Disivering,B,233,P,America,Grecia,43.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7565_02,Thaban Praded,B,247,P,America,Monaco,17.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0669_01,Elanie Hardson,F,143,P,Europa,Grecia,26.0,0,0,0.0,530.0,2.0,9.0,403.0,0
6563_01,Stenny Gainney,F,1254,S,Europa,Grecia,21.0,0,0,0.0,0.0,845.0,4.0,470.0,1
4974_01,Thabih Vendeck,A,44,P,America,Grecia,56.0,0,0,0.0,10.0,0.0,9319.0,1225.0,0
8338_03,Feles Empie,F,1716,P,Africa,Grecia,17.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3474_01,Weias Pasharne,B,110,P,America,Grecia,31.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4603_02,Kabih Namsheary,C,171,S,America,Grecia,36.0,0,0,1.0,5234.0,343.0,277.0,12682.0,0
2162_01,Ral Graie,F,425,S,Africa,Malta,27.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0990_01,Tonia Cochrisons,F,183,S,Europa,Malta,26.0,0,0,0.0,541.0,46.0,4.0,96.0,0
8168_03,Briane Carpentley,F,1561,S,Europa,Grecia,21.0,0,0,644.0,0.0,0.0,0.0,2.0,0
0704_01,Adanne Wartyson,G,107,P,Europa,Grecia,19.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5738_01,Ritany Morelly,G,929,S,Europa,Grecia,18.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4640_01,Sharie Englas,G,760,S,Europa,Monaco,26.0,0,0,595.0,84.0,0.0,0.0,131.0,1
6709_01,Lanedy Antoshipson,G,1092,S,Europa,Grecia,22.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7984_04,Guakes Birt,F,1653,P,Africa,Grecia,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1
7425_01,Milyla Balderts,G,1200,P,Europa,Grecia,29.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0877_01,Hallus Covetive,C,30,P,America,Monaco,33.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2024_01,Ellard Kinson,G,322,S,Outros,Grecia,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
8516_01,Denis Hopez,F,1750,P,Europa,Grecia,20.0,0,0,0.0,0.0,0.0,327.0,0.0,1
7937_01,Misadr Skessid,D,229,S,America,Grecia,36.0,0,0,0.0,9532.0,0.0,2326.0,461.0,0
3176_01,Ankalik Nateansive,E,196,P,America,Grecia,77.0,0,0,0.0,9032.0,0.0,128.0,1464.0,1
5230_01,Dow Tité,F,1004,S,Africa,Grecia,23.0,0,0,263.0,0.0,1548.0,44.0,0.0,1
7755_01,Jonard Mullericer,E,503,P,Europa,Grecia,21.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7588_01,Lan Hersons,G,1219,P,Europa,Monaco,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3419_01,Blus Danad,D,108,P,Africa,Grecia,47.0,0,0,2267.0,0.0,117.0,0.0,0.0,0
9104_01,Izares Foraud,C,302,P,America,Monaco,25.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9115_01,Chesty Wolffy,F,1867,P,Europa,Malta,53.0,0,0,1215.0,0.0,0.0,0.0,0.0,0
2221_01,Andrey Fisherry,G,355,P,Europa,Malta,29.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8098_02,Quarkib Mosteraked,B,269,P,America,Monaco,44.0,0,0,9.0,2311.0,0.0,633.0,1.0,1
0893_01,Rica Barris,G,129,P,Europa,Monaco,32.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2234_02,Resers Gread,F,448,P,Africa,Monaco,20.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3284_01,Kaye Holsen,G,535,P,Europa,Malta,17.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2720_01,Felice Beckeey,G,439,P,Europa,Malta,23.0,0,0,171.0,2373.0,1.0,30.0,985.0,0
6949_01,Lolas Dillestron,E,464,S,Europa,Monaco,25.0,0,0,0.0,12.0,851.0,19.0,103.0,0
2009_03,Gluebah Contery,B,59,P,America,Monaco,40.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1439_02,Croo Lette,D,52,S,Africa,Grecia,30.0,0,0,806.0,100.0,9.0,0.0,47.0,0
3552_02,Canonon Castery,B,136,S,America,Grecia,18.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9120_01,Sony Maynardner,F,1763,S,Europa,Grecia,13.0,0,0,101.0,12.0,184.0,780.0,0.0,0
1185_01,Alls Nutty,E,71,P,Africa,Grecia,30.0,0,0,0.0,0.0,0.0,679.0,0.0,0
4450_04,Altar Clugete,C,140,P,America,Grecia,28.0,0,0,0.0,3627.0,0.0,31.0,3263.0,0
0871_01,Polar Geneltic,A,10,S,America,Grecia,20.0,0,0,2.0,4754.0,0.0,246.0,31.0,1
3964_01,Estina Chanan,G,650,S,Europa,Grecia,21.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5214_01,Antony Hersons,G,842,P,Europa,Monaco,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0
0425_02,Cowns Fiha,F,96,P,Africa,Grecia,3.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9127_01,Yola Pittler,G,1470,S,Europa,Malta,26.0,0,0,0.0,749.0,20.0,0.0,0.0,0
8959_01,Wimps Unhearfus,C,298,P,America,Grecia,32.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2196_04,Alrairk Veriedeezy,B,65,P,America,Monaco,42.0,0,0,0.0,1180.0,0.0,2677.0,283.0,0
5561_01,Diskeh Fueling,A,51,P,America,Grecia,29.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4485_02,Mos Tirte,F,922,P,Africa,Grecia,35.0,0,0,1219.0,0.0,1742.0,740.0,0.0,0
2167_01,Weney Mckinn,F,431,P,Europa,Malta,20.0,0,0,38.0,220.0,495.0,0.0,0.0,0
3653_01,Ally Thonyderson,G,592,S,Europa,Grecia,29.0,0,0,97.0,0.0,444.0,366.0,0.0,0
0636_02,Loresa Santantines,F,136,P,Europa,Grecia,21.0,0,0,0.0,0.0,7.0,675.0,0.0,0
4338_03,Kleeiak Gealloyalt,C,156,S,America,Monaco,44.0,0,0,0.0,14201.0,0.0,22.0,584.0,1
8719_02,Astrak Alcemblery,A,104,S,America,Monaco,54.0,0,0,0.0,1821.0,2370.0,949.0,46.0,0
5988_01,Aard Curle,F,1235,P,Africa,Monaco,44.0,0,0,2956.0,0.0,10.0,12.0,692.0,0
2726_01,Kimmie Leson,G,440,P,Europa,Grecia,2.0,0,1,0.0,0.0,0.0,0.0,0.0,0
4001_05,Brancy Lowelliott,F,758,S,Europa,Outros,34.0,0,0,0.0,847.0,14.0,0.0,0.0,1
1844_03,Winia Stannondez,G,289,S,Europa,Grecia,3.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1211_01,Andyn Alvasquez,G,186,S,Europa,Malta,53.0,0,1,0.0,0.0,0.0,0.0,0.0,0
7510_01,Pars Horte,F,1435,S,Africa,Monaco,18.0,0,0,1092.0,0.0,208.0,150.0,0.0,0
2919_03,Stmeal Kra,F,555,S,Africa,Grecia,6.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0482_01,Anny Mallerez,E,28,S,Europa,Grecia,27.0,0,0,0.0,118.0,0.0,5.0,665.0,0
8016_01,Clard Edwartizman,E,531,S,Europa,Grecia,15.0,0,0,0.0,10.0,0.0,595.0,381.0,0
5900_03,Gonut Nutca,F,1220,P,Africa,Grecia,6.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8669_02,Craine Cartiz,G,1397,S,Europa,Grecia,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0
3475_02,Caphirk Spoilling,C,126,S,America,Grecia,33.0,0,0,0.0,590.0,0.0,3.0,6569.0,0
5965_01,Ricke Beckerson,G,964,P,Europa,Grecia,22.0,0,0,0.0,40.0,689.0,0.0,79.0,1
2460_01,Man Solon,G,402,P,Europa,Malta,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3713_03,Gollux Trattle,C,133,S,America,Grecia,18.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5273_01,Leony Gallenry,F,1077,P,Europa,Grecia,26.0,0,0,0.0,0.0,827.0,1.0,0.0,0
8610_01,Thondy Mayson,G,1398,P,Europa,Malta,15.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7032_01,Dorie Roachez,F,1459,P,Europa,Grecia,41.0,0,0,0.0,176.0,414.0,133.0,0.0,0
7452_02,Mirfark Sloweber,B,281,S,America,Monaco,26.0,0,0,286.0,3387.0,575.0,213.0,548.0,1
2672_01,Lillia Waltonson,F,555,P,Europa,Malta,21.0,0,0,970.0,0.0,213.0,8.0,86.0,0
8542_01,Dow Chate,E,544,P,Africa,Grecia,19.0,0,1,0.0,0.0,0.0,0.0,0.0,0
3004_01,Card Clinantones,G,473,S,Europa,Grecia,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0985_01,Dory Reyerson,E,57,P,Europa,Monaco,18.0,0,0,6.0,0.0,0.0,12.0,704.0,1
1323_01,Jilla Gamberson,F,267,P,Europa,Monaco,23.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6020_03,Timyra Hanner,G,974,P,Europa,Grecia,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0
2118_01,Kene Macdonadows,G,340,P,Europa,Malta,26.0,0,1,0.0,0.0,0.0,0.0,0.0,0
7553_01,Walla Bushafford,F,1444,S,Europa,Malta,19.0,0,0,10.0,24.0,0.0,0.0,565.0,0
1433_01,Allene Noeley,G,219,S,Europa,Grecia,51.0,0,1,0.0,0.0,0.0,0.0,0.0,0
4801_01,Vana Brooke,G,773,P,Europa,Grecia,10.0,0,1,0.0,0.0,0.0,0.0,0.0,0
9205_03,Propent Brakeng,B,300,P,America,Grecia,52.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5589_01,Fayen Hermanapp,F,1160,P,Europa,Grecia,26.0,0,0,0.0,786.0,0.0,11.0,83.0,1
2458_01,Rald Mcphernard,F,511,P,Europa,Grecia,21.0,0,0,31.0,93.0,578.0,0.0,0.0,1
6182_01,Jillie Whitledges,G,1002,P,Europa,Grecia,30.0,0,1,0.0,0.0,0.0,0.0,0.0,0
8015_02,Duhrkab Fansty,B,315,S,America,Grecia,36.0,0,0,0.0,244.0,0.0,5432.0,2302.0,0
0448_01,Elara Hoppernardy,E,27,P,Europa,Grecia,24.0,0,0,757.0,0.0,0.0,32.0,0.0,0
6092_01,Karlie Singtons,F,1161,S,Europa,Grecia,16.0,0,0,0.0,0.0,641.0,33.0,29.0,1
6245_01,Eleaha Estron,G,1011,S,Europa,Grecia,20.0,0,0,0.0,0.0,841.0,5.0,0.0,1
1529_02,Krab Slable,A,16,S,America,Grecia,30.0,0,0,0.0,0.0,0.0,0.0,0.0,1
1407_01,Lerome Foxter,F,278,P,Europa,Grecia,21.0,0,0,737.0,4.0,27.0,8.0,0.0,0
3210_01,Charda Heeroling,E,211,S,America,Monaco,17.0,0,0,454.0,19.0,0.0,0.0,3219.0,0
9043_01,Cobix Erle,F,1848,P,Outros,Grecia,25.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7393_01,Coracy Barks,E,478,P,Europa,Outros,40.0,0,0,0.0,0.0,0.0,7.0,782.0,0
6482_02,Dow Letie,F,1237,S,Africa,Grecia,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3641_02,Lilasa Powery,G,595,P,Europa,Grecia,48.0,0,0,0.0,0.0,1.0,0.0,0.0,0
7981_02,Shanie Paulllegory,G,1293,P,Europa,Grecia,22.0,0,0,31.0,0.0,1.0,25.0,757.0,0
6630_01,Valex Singlents,F,1270,S,Europa,Grecia,19.0,0,0,0.0,1044.0,0.0,2.0,4.0,1
6490_03,Tabiton Ightive,C,201,P,America,Monaco,27.0,0,0,0.0,6924.0,849.0,149.0,1166.0,1
2682_01,Berty Whiters,G,434,P,Europa,Grecia,31.0,0,0,880.0,0.0,0.0,8.0,0.0,0
6896_03,Dies Khake,F,1320,S,Africa,Grecia,9.0,0,0,0.0,0.0,0.0,0.0,0.0,1
6449_02,Squars Empie,F,1231,S,Africa,Grecia,36.0,0,0,636.0,0.0,168.0,1795.0,0.0,0
7508_01,Alar Exible,B,284,S,America,Grecia,23.0,0,0,3580.0,564.0,103.0,0.0,90.0,0
1865_06,Racyle Roses,G,292,S,Outros,Grecia,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0
5130_01,Timmy Klindsayer,G,838,S,Europa,Grecia,37.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3690_01,Lestie Fowlesterez,F,762,P,Europa,Grecia,35.0,0,0,0.0,30.0,357.0,435.0,0.0,1
9275_02,Diram Conable,A,97,P,America,Grecia,32.0,0,0,1.0,1146.0,0.0,50.0,34.0,0
3862_01,Rohs Paie,F,729,S,Africa,Monaco,38.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5543_01,Hekaton Platch,C,175,P,America,Grecia,26.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1940_01,Wins Bate,F,386,P,Africa,Grecia,27.0,0,0,120.0,0.0,1476.0,3.0,0.0,0
3750_01,Antone Mayods,F,775,P,Europa,Grecia,18.0,0,0,64.0,0.0,3.0,3440.0,5.0,0
5903_01,Vivia Doughan,E,376,P,Europa,Grecia,34.0,0,0,223.0,0.0,13.0,514.0,41.0,0
4219_01,Unfly Min,F,868,P,Africa,Grecia,3.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5487_01,Flams Nan,F,1136,P,Africa,Grecia,24.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7604_02,Cousk Deeke,F,1579,P,Africa,Grecia,23.0,0,0,463.0,0.0,658.0,0.0,0.0,0
1353_03,Cings Tepie,F,262,S,Africa,Grecia,41.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5737_02,Lesaton Inicont,C,216,S,America,Grecia,35.0,0,0,0.0,7636.0,0.0,353.0,705.0,1
4815_01,Amandy Hultz,F,907,S,Europa,Monaco,21.0,0,0,564.0,9.0,0.0,0.0,30.0,1
5430_01,Inette Colomonson,G,873,P,Europa,Grecia,19.0,0,1,0.0,0.0,0.0,0.0,0.0,0
2137_03,Slig Queke,F,423,P,Africa,Monaco,4.0,0,0,0.0,0.0,0.0,0.0,0.0,1
9008_02,Regory Herreras,F,1745,S,Europa,Grecia,25.0,0,1,0.0,0.0,0.0,0.0,0.0,0
5206_02,Myrace Briggston,F,1062,P,Europa,Malta,60.0,0,0,0.0,0.0,789.0,283.0,3.0,0
8053_01,Spix Burie,F,1663,P,Africa,Grecia,29.0,0,0,1544.0,1.0,206.0,0.0,0.0,0
0618_01,Philda Yorkland,G,95,P,Europa,Monaco,21.0,0,0,0.0,0.0,908.0,49.0,0.0,1
6028_01,Wasatz Preeldy,A,57,P,America,Monaco,27.0,0,0,0.0,1801.0,0.0,304.0,1393.0,0
4006_03,Vick Wolfaddox,F,759,S,Europa,Malta,59.0,0,0,400.0,0.0,126.0,0.0,158.0,1
3787_01,Sugard Prie,F,716,S,Africa,Grecia,55.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7219_03,Dirk Arible,C,235,P,America,Grecia,64.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0211_01,Pebuts Appie,F,44,P,Africa,Grecia,29.0,0,0,902.0,1.0,137.0,0.0,0.0,1
4695_01,Cobix Snoff,F,882,S,Africa,Grecia,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
4428_01,Ranopus Ambleeve,C,162,S,America,Monaco,29.0,0,0,0.0,11417.0,12.0,795.0,402.0,1
2636_01,Idave Owerson,G,419,S,Europa,Grecia,22.0,0,0,0.0,0.0,137.0,671.0,0.0,0
5829_01,Jona Sancasey,F,1113,S,Europa,Grecia,23.0,0,0,0.0,21.0,0.0,0.0,716.0,0
2867_01,Smats Bane,D,89,P,Africa,Grecia,41.0,0,0,71.0,0.0,1617.0,31.0,0.0,0
3406_02,Dyonevi Metiveal,C,112,P,America,Grecia,55.0,0,0,0.0,5971.0,158.0,4125.0,1984.0,0
4522_01,Belix Stephend,F,850,S,Europa,Grecia,25.0,0,0,101.0,32.0,0.0,137.0,633.0,1
9272_01,Ireene Simson,G,1507,P,Europa,Grecia,26.0,0,0,240.0,242.0,510.0,0.0,0.0,1
5700_01,Coreen Ricks,G,924,S,Europa,Grecia,47.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9031_01,Noria Bairdyork,G,1455,S,Europa,Grecia,51.0,0,0,0.0,0.0,689.0,0.0,32.0,0
3260_01,Dell Canton,F,615,S,Europa,Outros,19.0,0,0,0.0,165.0,0.0,699.0,0.0,0
4973_01,Paulie Stephendsey,E,309,P,Europa,Grecia,43.0,0,0,957.0,0.0,1.0,0.0,39.0,0
7723_01,Sheleb Conate,B,254,P,America,Grecia,27.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3728_01,Dianya Roachoanand,G,612,S,Europa,Malta,16.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1193_02,Solam Presstic,B,50,S,America,Monaco,25.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0388_01,Fanna Sullones,G,57,S,Europa,Grecia,14.0,0,1,0.0,0.0,0.0,0.0,0.0,0
8098_03,Minkark Mosteraked,B,269,P,America,Monaco,18.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8210_01,Crat Ble,D,241,S,Africa,Grecia,47.0,0,0,1282.0,0.0,5.0,495.0,0.0,0
2592_02,Cindee Flé,D,75,P,Africa,Grecia,18.0,0,0,1102.0,9.0,2628.0,0.0,0.0,0
5921_01,Vandy Campson,G,959,P,Europa,Grecia,38.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6118_02,Tyog Pité,E,391,P,Africa,Grecia,39.0,0,1,0.0,0.0,0.0,0.0,0.0,0
4661_03,Fery Walston,G,757,P,Europa,Grecia,4.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1032_01,Aude Garzaley,G,153,P,Europa,Malta,25.0,0,1,0.0,0.0,0.0,0.0,0.0,0
8988_05,Melara Fowlesterez,F,1741,S,Europa,Grecia,30.0,0,0,0.0,1028.0,0.0,80.0,0.0,0
5957_03,Markard Chuble,B,203,P,America,Monaco,58.0,1,0,2.0,3862.0,0.0,1482.0,73.0,0
0389_01,Elanda Savaraldez,E,23,P,Europa,Grecia,18.0,0,0,391.0,44.0,356.0,0.0,0.0,0
1399_01,Hellia Popelase,F,272,S,Europa,Grecia,28.0,0,0,0.0,0.0,529.0,560.0,60.0,0
6139_01,Azhasim Bewarsecal,C,230,S,America,Grecia,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
4709_01,Terrie Morelly,F,957,P,Europa,Monaco,38.0,0,0,2614.0,0.0,103.0,0.0,0.0,0
5288_01,Thell Masquez,F,1081,P,Europa,Outros,36.0,0,0,1.0,716.0,3.0,0.0,57.0,1
8458_04,Tachib Sempreate,C,319,S,America,Grecia,54.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5839_01,Ranopus Unloweedic,C,219,S,America,Grecia,27.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3040_01,Nilly Purle,F,577,S,Africa,Grecia,32.0,0,0,2616.0,0.0,2.0,5.0,0.0,0
1304_06,Margia Powenoble,E,82,P,Europa,Malta,2.0,0,0,0.0,0.0,0.0,0.0,0.0,1
8342_01,Tach Sprender,E,548,S,America,Grecia,48.0,0,0,0.0,0.0,0.0,408.0,293.0,1
5334_02,Therly Connon,G,867,S,Europa,Grecia,30.0,0,0,0.0,674.0,39.0,0.0,10.0,1
3328_01,Rena Yorkland,F,691,P,Europa,Grecia,34.0,0,0,578.0,0.0,0.0,0.0,323.0,0
0761_01,Izarki Fliblerolt,C,26,P,America,Outros,33.0,0,0,0.0,3879.0,0.0,48.0,67.0,1
2135_02,Aarone Monroellynn,E,129,P,Europa,Grecia,23.0,0,0,426.0,0.0,362.0,0.0,0.0,0
4585_01,Skatz Wasterivel,B,182,S,America,Monaco,32.0,0,0,0.0,154.0,0.0,5492.0,1924.0,0
0241_01,Alas Dischod,E,11,P,America,Monaco,33.0,0,0,0.0,1249.0,0.0,4812.0,1116.0,0
5800_01,Belly Llobsoney,F,1203,P,Europa,Outros,40.0,0,0,661.0,0.0,830.0,0.0,6.0,0
0863_02,Lynez Walkerez,G,129,S,Europa,Grecia,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0
3968_01,Louisa Briggins,G,650,P,Europa,Grecia,17.0,0,1,0.0,0.0,0.0,0.0,0.0,0
0931_01,Therie Flynnis,F,193,P,Europa,Grecia,19.0,0,0,0.0,0.0,115.0,126.0,491.0,1
0103_02,Shaele Mclainez,G,18,S,Europa,Monaco,9.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0839_01,Grumak Pokerheed,B,30,S,America,Grecia,32.0,0,0,0.0,179.0,0.0,0.0,5152.0,0
3711_03,Nios Quart,F,700,S,Africa,Grecia,9.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3938_03,Gut Flité,F,743,S,Africa,Grecia,12.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4529_01,Terald Oneiles,G,738,S,Europa,Monaco,43.0,0,0,26.0,132.0,3.0,117.0,555.0,0
1353_02,Beant Tepie,F,262,S,Africa,Grecia,39.0,0,0,1535.0,0.0,340.0,0.0,723.0,0
8138_01,Nica Whitneyes,G,1315,P,Europa,Monaco,20.0,0,1,0.0,0.0,0.0,0.0,0.0,0
6015_02,Dyonevi Demansty,B,231,S,America,Monaco,25.0,0,0,140.0,4451.0,0.0,0.0,2050.0,1
1326_01,Wales Gelte,F,257,S,Africa,Grecia,30.0,0,0,1450.0,0.0,0.0,0.0,1147.0,0
0223_01,Evan Sykess,G,35,S,Europa,Grecia,21.0,0,0,0.0,2.0,665.0,0.0,9.0,0
6637_01,Tibers Sinda,F,1271,S,Africa,Grecia,27.0,0,0,1228.0,0.0,0.0,0.0,0.0,0
4081_01,Patoya Penashley,G,668,P,Europa,Monaco,50.0,0,0,451.0,132.0,195.0,31.0,0.0,0
1269_01,Gorn Pane,E,80,P,Africa,Grecia,21.0,0,0,2066.0,0.0,15.0,0.0,1.0,0
0618_02,Troyce Yorkland,F,131,P,Europa,Malta,21.0,0,0,1.0,368.0,0.0,0.0,388.0,0
3130_01,Mall Frasp,F,588,S,Africa,Grecia,38.0,0,0,886.0,0.0,618.0,0.0,0.0,0
5808_01,Keitha Josey,G,934,P,Europa,Grecia,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0
3926_01,Wine Fowlesterez,F,810,P,Europa,Grecia,18.0,0,0,716.0,0.0,0.0,0.0,0.0,0
9129_01,Hardy Graneyes,G,1485,P,Europa,Grecia,21.0,0,0,0.0,1.0,0.0,808.0,0.0,0
1511_03,Maham Spandisket,B,63,S,America,Grecia,36.0,0,0,0.0,2345.0,0.0,1966.0,27.0,0
5414_04,Eduana Buckentry,F,1112,P,Europa,Grecia,43.0,0,0,0.0,0.0,0.0,0.0,1544.0,0
5825_01,Betenar Apenelexy,B,198,P,America,Grecia,43.0,0,0,0.0,8808.0,0.0,580.0,0.0,1
6671_01,Docks Mare,F,1279,S,Africa,Grecia,35.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5297_01,Candra Bushallert,G,856,P,Europa,Grecia,32.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8700_01,Mose Teake,F,1684,S,Africa,Grecia,13.0,0,0,217.0,7.0,928.0,0.0,728.0,0
6047_01,Sanney Russon,G,985,S,Europa,Malta,35.0,0,0,508.0,0.0,0.0,57.0,243.0,1
4049_01,Schyon Pokematic,A,47,S,America,Monaco,25.0,0,1,0.0,0.0,0.0,0.0,0.0,0
5476_01,Samany Moodsey,G,879,S,Europa,Grecia,49.0,0,0,1020.0,0.0,2.0,2.0,0.0,1
6228_01,Yolas Maystuarey,G,1007,S,Europa,Grecia,38.0,0,0,0.0,709.0,39.0,62.0,0.0,1
9125_02,Luse Corie,E,586,P,Africa,Grecia,55.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8476_01,Slig Mille,D,252,S,Africa,Grecia,27.0,0,0,244.0,0.0,492.0,297.0,23.0,1
